title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
20 Cool Photoshop Watercolor Effects & Filters With Texture,11 May 2018,Melody Nieves,https://design.tutsplus.com/articles/20-cool-photoshop-watercolor-effects-filters-with-texture--cms-31030,Design & Illustration,,"Create beautiful watercolor art with simple Photoshop actions! Check out this list of premium resources handpicked from Envato Market and Envato Elements. ","20219060,21015572,21046725,21205212,21277840,21561085,21681310,21696719,21756885,21763800"
How to Create a Custom Settings Panel in WooCommerce,11 May 2018,Gareth Harris,https://code.tutsplus.com/tutorials/how-to-create-a-custom-settings-panel-in-woocommerce-part-1-of-2--cms-30383,Code,,Find out how to create a custom panel with custom fields in WooCommerce. You'll learn how to display the custom fields on the product page and include...,
How to Add Depth to Your Travel Video Using Creative Composition,10 May 2018,Cindy Burgess,https://photography.tutsplus.com/articles/how-to-add-depth-to-your-travel-video-using-creative-composition--cms-31018,Photo & Video,,"It’s exciting to travel to a new place, exploring new locations and cultures.  Video is a great way to share these experiences, it’s one of the most powerful...",
How to Create a Retro Interior in Adobe Illustrator,11 May 2018,Nataliya Dolotko,http://design.tutsplus.com/tutorials/how-to-create-retro-interior-in-adobe-illustrator--cms-30939,Design & Illustration,,"For all the retro lovers, let's learn together how to create a retro interior in Adobe Illustrator.",
What Is Diversity & Inclusion Training? (+Why It’s Important),9 May 2018,Andrew Blackman,https://business.tutsplus.com/tutorials/what-is-diversity-inclusion-training--cms-31109,Business,,"Learn what diversity training is, why it’s important, and what forms it takes. Discover why so much diversity training fails. Learn how to do it right. ",
18 Animated PowerPoint Templates With Amazing Interactive Slides,10 May 2018,Sean Hodge,https://business.tutsplus.com/articles/animated-powerpoint-templates-with-amazing-interactive-slides--cms-28553,Business,,"Need a cool PowerPoint design with pro animations? This set of animated PowerPoint templates has top motion design features to quickly make dynamic,...","7827016,9151658,9196153,9364938,9928417,10159097,10348960,10955645,12165048,13231486,15639379,18155183,18843606,19442322,19553377,19564408"
How to Create a Tribal African Inspired Pattern in Adobe Illustrator,10 May 2018,Kaylan Michael,https://design.tutsplus.com/tutorials/how-to-create-a-tribal-african-inspired-pattern--cms-30712,Design & Illustration,,Learn how to create a circular African inspired pattern using basic shapes and sacred symbols such as the ankh cross and cowrie shells in Adobe Illustrator.,
"Getting Started With Runway for WordPress ",10 May 2018,Adi Purdila,https://webdesign.tutsplus.com/tutorials/getting-started-with-runway-for-wordpress--cms-31105,Web Design,,In this tutorial I’m going to show you Runway—a really fast way of creating WordPress themes.,
Understanding Particles and Dynamics in Maya—Part 21,10 May 2018,Uriel Deveaud,https://cgi.tutsplus.com/tutorials/understanding-particles-and-dynamics-in-maya-part-21--cms-30050,3D & Motion Graphics,,"In this part of the series, I'll show you how to create burning and flying chunks using particles and fluid dynamics in Maya.",
How to Create an Instagram Story Template: Photoshop in 60 Seconds,10 May 2018,Melody Nieves,https://design.tutsplus.com/articles/how-to-create-an-instagram-story-template-photoshop-in-60-seconds--cms-30902,Design & Illustration,,"Drive more traffic to your profile with an Instagram story template. In this video, instructor Melody Nieves will show you how to create a fun GIF quiz to...",
WordPress Gutenberg Block API: Block Look and Feel,9 May 2018,David Gwyer,https://code.tutsplus.com/tutorials/wordpress-gutenberg-block-api-part-2--cms-31057,Code,,"In this tutorial, we'll dig deeper into the Gutenberg Block API and start customizing the look of our default block.",
How to Create a Scary Back Alley Scene in Adobe Illustrator,9 May 2018,Andrei Stefan,https://design.tutsplus.com/tutorials/how-to-create-a-scary-back-alley-scene-in-adobe-illustrator--cms-30946,Design & Illustration,,Welcome back to another Illustrator tutorial in which we’re going to take a close look at the process of creating a scary scene. You'll see how easy it is to...,
How to Use Instant Alpha in Keynote in 60 Seconds,9 May 2018,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-use-instant-alpha-in-keynote--cms-31012,Business,,Did you ever wonder how to use Instant Alpha in Keynote? Instant Alpha let's you remove the background from an image you're using.,
How to Make Cool Photoshop Text Effects Fast With Actions,9 May 2018,Anderson Luiz,https://design.tutsplus.com/tutorials/how-to-make-cool-photoshop-text-effects-fast-with-actions--cms-30941,Design & Illustration,,Learn how to create Photoshop text effects in this beginner's tutorial. You'll be shown how to create a Photoshop action for your text effect and more.,3344274
Why WordPress Uses PHP,8 May 2018,Rachel McCollin,http://code.tutsplus.com/tutorials/why-wordpress-uses-php--cms-31077,Code,,"Why does WordPress use PHP? In this video, you'll get a detailed answer to this question. You'll learn what PHP is and why it's used in WordPress.",
How to Choose the Best Lens to Use for Portrait Photography,8 May 2018,David Bode,https://photography.tutsplus.com/tutorials/how-to-choose-the-right-lens-for-portrait-photography--cms-31027,Photo & Video,,Learn more about what matters when it comes to choosing the right camera lens for portrait photography.,
Create a Library Finder App in Angular: LibraryListComponent and LibraryDetailsComponent,9 May 2018,Monty Shokeen,https://code.tutsplus.com/tutorials/create-a-library-finder-app-in-angular-librarylist-component-and-librarydetailscomponent--cms-30720,Code,,This tutorial will teach you how to create the LibraryListComponent and the LibraryDetailsComponent to display data about different libraries to your users.,
REST vs. gRPC: Battle of the APIs,8 May 2018,Gigi Sayfan,https://code.tutsplus.com/tutorials/rest-vs-grpc-battle-of-the-apis--cms-30711,Code,,The REST API has been a pillar of web programming for a long time. But recently gRPC has started encroaching on its territory. It turns out there are some...,
How to Draw & Paint a Galaxy Afro Portrait in Adobe Photoshop,8 May 2018,Daisy Ein,http://design.tutsplus.com/tutorials/how-to-draw-a-galaxy-afro--cms-30987,Design & Illustration,,Afros are beautiful—and so is space! Let's put them together in this galaxy-inspired portrait tutorial for Adobe Photoshop.,
10+ Top Public Speaking Tips (To Help You Improve Quickly),8 May 2018,Laura Spencer,https://business.tutsplus.com/tutorials/top-public-speaking-tips--cms-31063,Business,,Do you need public speaking tips before your next speech? Learn ten quick tips for public speaking to help you make your next speech your best.,
How to Write a Bass-line for Electronic Music,9 May 2018,Daniel Strongin,https://music.tutsplus.com/tutorials/how-to-write-a-bassline-for-electronic-music--cms-30905,Music & Audio,,"With the bass-line being such an important element in any track, it needs to shine through in the finished track. In this screencast, I'll show you how to...",
Introduction to Apollo Client With React for GraphQL,9 May 2018,Dogacan Bilgili,https://code.tutsplus.com/tutorials/introduction-to-apollo-client-with-react-for-graphql--cms-24504,Code,,"GraphQL has been getting popular recently and is likely to replace the Rest API. In this tutorial, we will use Apollo Client to communicate with GitHub's...",
How to Retrieve Your Deleted or Archived MS Outlook Emails,9 May 2018,Laura Spencer,https://business.tutsplus.com/tutorials/how-to-retrieve-your-deleted-or-archived-outlook-emails--cms-31054,Business,,Do you need to know how to retrieve email in Outlook? Learn how to recover deleted and archived emails in this tutorial.,
Tips for Building an Enticing Getaway Website,9 May 2018,Eric Karkovack,https://webdesign.tutsplus.com/articles/tips-for-building-an-enticing-getaway-website--cms-30883,Web Design,,Most travelers prefer planning their next getaway online. That makes a destination’s website a crucial component in their overall success. Learn how you can...,
10 Best Adobe Premiere Pro Video Templates & Presets for 2018,7 May 2018,Marie Gardiner,https://photography.tutsplus.com/articles/10-best-adobe-premiere-pro-video-templates-presets-for-2018--cms-31096,Photo & Video,,Adobe Premiere Pro is one of the leading editing programs for filmmakers and videographers. We’ve selected 10 of our favourite templates from the talented...,"21461396,21463487,21470666,21489044,21555204,21561769,21640414,21676052,21729934,21781404"
"How to Learn to Draw: Stage One, Manual Skills",8 May 2018,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-learn-to-draw-stage-one-manual-skills--cms-23304,Design & Illustration,,Do you want to learn how to draw? Here's how to make the very first step. In this tutorial you'll find a bit of theory and a lot of practice on a beginner...,
Getting Started With Redux: Why Redux?,4 May 2018,Manjunath M,https://code.tutsplus.com/tutorials/getting-started-with-redux-why-redux--cms-30349,Code,,Redux is a state management library that's popularly used with React. This tutorial will help you get started with Redux and understand why you should...,
How to Create an Amazing Gig Poster: 5 Awesome Design Tips,7 May 2018,Laura Keung,https://design.tutsplus.com/articles/5-design-tips-for-creating-an-amazing-gig-poster--cms-30847,Design & Illustration,,"Gig posters are a fun project merging two of the best things, music and art. Here are 5 tips and 10 examples on how to get you started to designing posters!","3728872,4234704,4546539,20213422,21768922"
What Is Generational Diversity? How to Embrace It & Avoid Ageism,5 May 2018,Andrew Blackman,https://business.tutsplus.com/tutorials/what-is-generational-diversity--cms-31076,Business,,Learn what generational diversity is and why it’s important. Discover how to embrace generational diversity at your company and avoid ageism.,
"How to Create a Set of Organic, Hand-Drawn, Retro Patterns in Adobe Illustrator",8 May 2018,Laura Keung,https://design.tutsplus.com/tutorials/how-to-create-a-set-of-organic-hand-drawn-retro-patterns-in-adobe-illustrator--cms-30920,Design & Illustration,,Have you always wondered how to do seamless patterns in Illustrator? Patterns that look effortless and are pleasant to the eye? In this tutorial you will...,
How Laravel Broadcasting Works,7 May 2018,Sajal Soni,https://code.tutsplus.com/tutorials/how-laravel-broadcasting-works--cms-30500,Code,,"Today, we are going to explore the concept of broadcasting in the Laravel web framework. It allows you to send notifications to the client side when...",
Building a Shopping List Application With CloudKit: Introduction,7 May 2018,Doron Katz,http://code.tutsplus.com/tutorials/building-a-shopping-list-application-with-cloudkit-introduction--cms-24674,Code,,"In 2014, Apple introduced CloudKit, a brand new framework that directly interacts with Apple's iCloud servers. The framework is comparable to a number of...",
